oid,description
iso.3.6.1.2.1.2.2.1.14,"[<code>ifInErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""For packet-oriented interfaces, the number of inbound<br/>
packets that contained errors preventing them from being<br/>
deliverable to a higher-layer protocol. For character-<br/>
oriented or fixed-length interfaces, the number of inbound<br/>
transmission units that contained errors preventing them<br/>
from being deliverable to a higher-layer protocol.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.15,"[<code>ifInUnknownProtos OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""For packet-oriented interfaces, the number of packets<br/>
received via the interface which were discarded because of<br/>
an unknown or unsupported protocol. For character-oriented<br/>
or fixed-length interfaces that support protocol<br/>
multiplexing the number of transmission units received via<br/>
the interface which were discarded because of an unknown or<br/>
unsupported protocol. For any interface that does not<br/>
support protocol multiplexing, this counter will always be<br/>
0.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.16,"[<code>ifOutOctets OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of octets transmitted out of the<br/>
interface, including framing characters.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.17,"[<code>ifOutUcastPkts OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of packets that higher-level protocols<br/>
requested be transmitted, and which were not addressed to a<br/>
multicast or broadcast address at this sub-layer, including<br/>
those that were discarded or not sent.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.18,"[<code>ifOutNUcastPkts OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The total number of packets that higher-level protocols<br/>
requested be transmitted, and which were addressed to a<br/>
multicast or broadcast address at this sub-layer, including<br/>
those that were discarded or not sent.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.<br/>
This object is deprecated in favour of ifOutMulticastPkts<br/>
and ifOutBroadcastPkts.""</code>]"
iso.3.6.1.2.1.2.2.1.19,"[<code>ifOutDiscards OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of outbound packets which were chosen to be<br/>
discarded even though no errors had been detected to prevent<br/>
their being transmitted. One possible reason for discarding<br/>
such a packet could be to free up buffer space.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.20,"[<code>ifOutErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""For packet-oriented interfaces, the number of outbound<br/>
packets that could not be transmitted because of errors.<br/>
For character-oriented or fixed-length interfaces, the<br/>
number of outbound transmission units that could not be<br/>
transmitted because of errors.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.21,"[<code>ifOutQLen OBJECT-TYPE<br/>
SYNTAX Gauge32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The length of the output packet queue (in packets).""</code>]"
iso.3.6.1.2.1.2.2.1.22,"[<code>ifSpecific OBJECT-TYPE<br/>
SYNTAX OBJECT IDENTIFIER<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""A reference to MIB definitions specific to the particular<br/>
media being used to realize the interface. It is<br/>
recommended that this value point to an instance of a MIB<br/>
object in the media-specific MIB, i.e., that this object<br/>
have the semantics associated with the InstancePointer<br/>
textual convention defined in RFC 2579. In fact, it is<br/>
recommended that the media-specific MIB specify what value<br/>
ifSpecific should/can take for values of ifType. If no MIB<br/>
definitions specific to the particular media are available,<br/>
the value should be set to the OBJECT IDENTIFIER { 0 0 }.""</code>]"
iso.3.6.1.2.1.4.1,"[<code>ipForwarding OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
forwarding(1), -- acting as a router<br/>
notForwarding(2) -- NOT acting as a router<br/>
}<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The indication of whether this entity is acting as an IPv4<br/>
router in respect to the forwarding of datagrams received<br/>
by, but not addressed to, this entity. IPv4 routers forward<br/>
datagrams. IPv4 hosts do not (except those source-routed<br/>
via the host).<br/>
When this object is written, the entity should save the<br/>
change to non-volatile storage and restore the object from<br/>
non-volatile storage upon re-initialization of the system.<br/>
Note: a stronger requirement is not used because this object<br/>
was previously defined.""</code>]"
iso.3.6.1.2.1.4.2,"[<code>ipDefaultTTL OBJECT-TYPE<br/>
SYNTAX Integer32 (1..255)<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The default value inserted into the Time-To-Live field of<br/>
the IPv4 header of datagrams originated at this entity,<br/>
whenever a TTL value is not supplied by the transport layer<br/>
protocol.<br/>
When this object is written, the entity should save the<br/>
change to non-volatile storage and restore the object from<br/>
non-volatile storage upon re-initialization of the system.<br/>
Note: a stronger requirement is not used because this object<br/>
was previously defined.""</code>]"
iso.3.6.1.2.1.4.3,"[<code>ipInReceives OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The total number of input datagrams received from<br/>
interfaces, including those received in error.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsInRecieves.""</code>]"
iso.3.6.1.2.1.4.4,"[<code>ipInHdrErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of input datagrams discarded due to errors in<br/>
their IPv4 headers, including bad checksums, version number<br/>
mismatch, other format errors, time-to-live exceeded, errors<br/>
discovered in processing their IPv4 options, etc.<br/>
This object has been deprecated as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsInHdrErrors.""</code>]"
iso.3.6.1.2.1.4.5,"[<code>ipInAddrErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of input datagrams discarded because the IPv4<br/>
address in their IPv4 header's destination field was not a<br/>
valid address to be received at this entity. This count<br/>
includes invalid addresses (e.g., 0.0.0.0) and addresses of<br/>
unsupported Classes (e.g., Class E). For entities which are<br/>
not IPv4 routers, and therefore do not forward datagrams,<br/>
this counter includes datagrams discarded because the<br/>
destination address was not a local address.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsInAddrErrors.""</code>]"
iso.3.6.1.2.1.4.6,"[<code>ipForwDatagrams OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of input datagrams for which this entity was not<br/>
their final IPv4 destination, as a result of which an<br/>
attempt was made to find a route to forward them to that<br/>
final destination. In entities which do not act as IPv4<br/>
routers, this counter will include only those packets which<br/>
were Source-Routed via this entity, and the Source-Route<br/>
option processing was successful.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsInForwDatagrams.""</code>]"
iso.3.6.1.2.1.4.7,"[<code>ipInUnknownProtos OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of locally-addressed datagrams received<br/>
successfully but discarded because of an unknown or<br/>
unsupported protocol.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsInUnknownProtos.""</code>]"
iso.3.6.1.2.1.4.8,"[<code>ipInDiscards OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of input IPv4 datagrams for which no problems<br/>
were encountered to prevent their continued processing, but<br/>
which were discarded (e.g., for lack of buffer space). Note<br/>
that this counter does not include any datagrams discarded<br/>
while awaiting re-assembly.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsInDiscards.""</code>]"
iso.3.6.1.2.1.4.9,"[<code>ipInDelivers OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The total number of input datagrams successfully delivered<br/>
to IPv4 user-protocols (including ICMP).<br/>
This object has been deprecated as a new IP version neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsIndelivers.""</code>]"
iso.3.6.1.2.1.4.10,"[<code>ipOutRequests OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The total number of IPv4 datagrams which local IPv4 user<br/>
protocols (including ICMP) supplied to IPv4 in requests for<br/>
transmission. Note that this counter does not include any<br/>
datagrams counted in ipForwDatagrams.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsOutRequests.""</code>]"
iso.3.6.1.2.1.4.11,"[<code>ipOutDiscards OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of output IPv4 datagrams for which no problem was<br/>
encountered to prevent their transmission to their<br/>
destination, but which were discarded (e.g., for lack of<br/>
buffer space). Note that this counter would include<br/>
datagrams counted in ipForwDatagrams if any such packets met<br/>
this (discretionary) discard criterion.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsOutDiscards.""</code>]"
iso.3.6.1.2.1.4.12,"[<code>ipOutNoRoutes OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of IPv4 datagrams discarded because no route<br/>
could be found to transmit them to their destination. Note<br/>
that this counter includes any packets counted in<br/>
ipForwDatagrams which meet this `no-route' criterion. Note<br/>
that this includes any datagrams which a host cannot route<br/>
because all of its default routers are down.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsOutNoRoutes.""</code>]"
iso.3.6.1.2.1.4.13,"[<code>ipReasmTimeout OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
UNITS ""seconds""<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The maximum number of seconds that received fragments are<br/>
held while they are awaiting reassembly at this entity.""</code>]"
iso.3.6.1.2.1.4.14,"[<code>ipReasmReqds OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of IPv4 fragments received which needed to be<br/>
reassembled at this entity.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsReasmReqds.""</code>]"
iso.3.6.1.2.1.4.15,"[<code>ipReasmOKs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of IPv4 datagrams successfully re-assembled.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsReasmOKs.""</code>]"
iso.3.6.1.2.1.4.16,"[<code>ipReasmFails OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of failures detected by the IPv4 re-assembly<br/>
algorithm (for whatever reason: timed out, errors, etc).<br/>
Note that this is not necessarily a count of discarded IPv4<br/>
fragments since some algorithms (notably the algorithm in<br/>
RFC 815) can lose track of the number of fragments by<br/>
combining them as they are received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
ipSystemStatsReasmFails.""</code>]"
